user_id,item_id,rating
0,168,5.0
0,283,3.0
0,101,1.0
0,187,1.0
0,288,1.0
0,118,5.0
0,201,5.0
0,261,4.0
0,115,1.0
1,215,1.0
1,204,3.0
1,37,5.0
1,84,2.0
1,61,2.0
1,249,3.0
1,87,5.0
1,275,4.0
1,359,3.0
1,78,2.0
1,59,4.0
2,70,2.0
2,273,2.0
2,170,3.0
2,388,4.0
2,243,2.0
2,206,1.0
3,199,4.0
3,319,4.0
3,60,3.0
3,326,3.0
3,31,2.0
3,346,3.0
3,223,4.0
3,115,3.0
3,334,1.0
4,308,2.0
4,251,3.0
4,296,4.0
4,96,3.0
4,249,2.0
4,160,4.0
4,68,3.0
4,398,4.0
4,235,5.0
4,252,4.0
4,393,2.0
5,9,3.0
5,5,1.0
5,25,5.0
5,86,5.0
5,185,3.0
5,61,1.0
5,55,3.0
6,389,4.0
6,150,5.0
6,183,2.0
6,135,4.0
6,291,4.0
6,332,5.0
6,122,1.0
6,301,5.0
6,143,3.0
6,213,1.0
6,182,5.0
6,175,1.0
7,313,1.0
7,298,2.0
7,22,1.0
7,318,4.0
7,297,4.0
7,32,4.0
7,272,2.0
7,399,1.0
7,383,5.0
7,127,3.0
7,99,4.0
7,368,5.0
8,347,4.0
8,196,5.0
8,96,3.0
8,42,4.0
8,374,4.0
8,134,4.0
8,115,3.0
8,165,5.0
8,322,1.0
8,176,5.0
9,23,1.0
9,142,4.0
9,234,4.0
9,276,5.0
9,356,4.0
9,68,3.0
9,127,4.0
9,149,4.0
9,179,3.0
9,336,2.0
10,191,5.0
10,202,4.0
10,141,3.0
10,261,3.0
10,70,1.0
10,236,1.0
10,392,5.0
10,253,3.0
10,81,4.0
10,301,4.0
11,199,3.0
11,286,3.0
11,243,1.0
11,264,5.0
11,394,1.0
11,75,3.0
11,114,3.0
11,281,3.0
11,161,2.0
11,143,3.0
11,360,2.0
11,206,1.0
11,96,2.0
11,354,2.0
12,113,1.0
12,162,2.0
12,296,5.0
12,155,4.0
12,62,5.0
12,110,1.0
12,300,1.0
12,212,3.0
12,127,3.0
12,175,2.0
12,177,2.0
12,283,4.0
13,182,4.0
13,239,3.0
13,237,1.0
13,305,3.0
13,178,1.0
13,2,4.0
13,259,5.0
13,184,3.0
13,299,4.0
13,137,2.0
14,119,3.0
14,27,3.0
14,78,3.0
14,138,3.0
14,377,3.0
14,253,2.0
14,135,4.0
14,84,3.0
15,1,4.0
15,345,1.0
15,19,5.0
15,334,1.0
15,305,1.0
15,276,5.0
15,355,4.0
15,396,2.0
15,120,4.0
15,302,3.0
16,36,2.0
16,4,5.0
16,12,4.0
16,288,1.0
16,103,5.0
16,227,5.0
16,264,5.0
17,308,2.0
17,270,4.0
17,9,2.0
17,117,3.0
17,71,2.0
17,112,2.0
17,101,1.0
17,257,1.0
17,75,3.0
17,283,3.0
17,261,3.0
17,334,2.0
17,331,3.0
17,356,4.0
18,398,4.0
18,210,3.0
18,312,1.0
18,166,3.0
18,118,5.0
19,67,3.0
19,71,2.0
19,310,2.0
19,248,1.0
19,122,3.0
19,108,1.0
19,78,2.0
20,163,5.0
20,238,4.0
20,386,5.0
20,39,4.0
20,327,5.0
20,59,4.0
20,211,1.0
20,185,4.0
20,138,3.0
21,272,3.0
21,298,4.0
21,325,1.0
21,309,3.0
21,199,3.0
21,183,3.0
21,116,1.0
21,273,3.0
22,277,1.0
22,19,4.0
22,323,3.0
22,392,5.0
22,107,4.0
22,396,3.0
22,114,2.0
22,159,3.0
22,314,5.0
23,231,5.0
23,396,3.0
23,221,2.0
23,298,5.0
23,143,3.0
23,123,1.0
23,224,4.0
23,316,1.0
23,111,2.0
23,255,5.0
23,271,3.0
24,77,3.0
24,113,2.0
24,53,3.0
24,51,1.0
24,370,2.0
24,293,3.0
24,115,2.0
24,232,3.0
24,145,3.0
24,316,1.0
24,399,1.0
25,269,3.0
25,65,2.0
25,153,2.0
25,17,3.0
25,376,4.0
25,348,5.0
25,50,3.0
25,262,3.0
25,86,5.0
25,42,4.0
26,358,3.0
26,246,1.0
26,359,3.0
26,35,4.0
26,302,4.0
26,63,3.0
26,218,4.0
26,287,3.0
26,174,1.0
26,331,4.0
26,319,1.0
26,56,1.0
26,86,5.0
26,256,2.0
26,55,1.0
27,257,1.0
27,321,2.0
27,179,2.0
27,351,4.0
27,54,5.0
27,168,3.0
27,390,4.0
27,67,3.0
27,269,3.0
27,160,5.0
28,66,4.0
28,360,3.0
28,283,3.0
28,87,5.0
28,257,1.0
28,6,3.0
28,191,5.0
28,131,3.0
28,123,1.0
28,154,1.0
29,2,4.0
29,30,2.0
29,235,5.0
29,38,2.0
29,81,3.0
29,149,4.0
29,252,4.0
29,45,4.0
29,200,1.0
29,341,2.0
29,391,4.0
29,164,2.0
29,168,3.0
29,160,5.0
29,23,1.0
29,120,5.0
30,181,4.0
30,244,3.0
30,207,2.0
30,336,2.0
30,44,1.0
31,359,3.0
31,130,5.0
31,285,1.0
31,143,2.0
31,157,2.0
31,97,4.0
31,277,1.0
31,329,1.0
31,33,2.0
31,170,3.0
31,297,4.0
31,380,4.0
31,11,2.0
32,158,3.0
32,382,4.0
32,290,4.0
32,301,4.0
32,100,3.0
32,330,2.0
32,241,1.0
32,336,2.0
33,67,3.0
33,149,4.0
33,119,4.0
33,106,4.0
33,216,1.0
33,262,2.0
33,392,5.0
33,342,2.0
33,203,4.0
33,65,1.0
33,308,1.0
34,312,3.0
34,235,4.0
34,217,3.0
34,309,3.0
34,39,4.0
34,361,3.0
34,206,2.0
34,253,3.0
34,231,5.0
34,373,3.0
34,193,4.0
34,108,1.0
34,368,5.0
34,106,4.0
35,319,3.0
35,281,4.0
35,119,4.0
35,255,3.0
35,155,3.0
35,301,3.0
35,210,2.0
35,307,5.0
35,90,2.0
35,24,5.0
35,390,5.0
36,360,2.0
36,125,2.0
36,269,1.0
36,216,1.0
36,253,4.0
36,90,1.0
36,58,2.0
36,326,4.0
37,355,3.0
37,257,1.0
37,300,1.0
37,50,2.0
37,162,2.0
37,228,3.0
37,325,1.0
37,205,3.0
37,114,3.0
37,150,5.0
37,370,1.0
38,27,4.0
38,334,1.0
38,5,1.0
38,251,5.0
38,363,5.0
38,364,2.0
38,80,3.0
38,137,4.0
38,231,5.0
38,200,1.0
38,301,5.0
38,175,2.0
39,328,2.0
39,142,5.0
39,240,4.0
39,114,4.0
39,143,4.0
39,147,5.0
39,187,2.0
39,22,2.0
39,306,3.0
39,254,2.0
39,115,2.0
39,45,3.0
40,129,4.0
40,30,2.0
40,160,4.0
40,315,1.0
40,56,3.0
40,16,1.0
40,279,4.0
40,336,1.0
40,233,1.0
40,248,2.0
40,227,5.0
40,57,4.0
41,134,5.0
41,81,4.0
41,1,2.0
41,98,1.0
41,9,3.0
41,244,4.0
41,185,3.0
41,350,1.0
41,177,3.0
41,133,1.0
42,7,2.0
42,283,4.0
42,269,3.0
42,353,4.0
42,116,4.0
42,305,2.0
42,58,3.0
42,40,5.0
42,378,1.0
43,333,4.0
43,148,5.0
43,73,4.0
43,386,5.0
43,355,4.0
43,301,4.0
43,57,3.0
43,221,2.0
43,294,5.0
43,75,5.0
43,142,5.0
43,210,2.0
43,39,5.0
44,339,4.0
44,349,2.0
44,337,5.0
44,66,5.0
44,215,3.0
44,175,3.0
44,106,3.0
44,20,5.0
44,61,2.0
44,352,5.0
44,236,1.0
44,82,1.0
45,382,5.0
45,355,5.0
45,197,5.0
45,114,3.0
45,90,1.0
46,321,1.0
46,271,1.0
46,45,2.0
46,138,3.0
46,13,2.0
46,392,5.0
46,236,1.0
46,6,2.0
46,103,5.0
46,240,3.0
46,305,3.0
46,38,2.0
46,119,4.0
47,70,1.0
47,381,3.0
47,308,1.0
47,334,1.0
47,24,5.0
48,161,3.0
48,41,2.0
48,304,1.0
48,383,4.0
48,58,2.0
48,155,3.0
48,30,2.0
49,66,5.0
49,340,5.0
49,85,3.0
49,48,1.0
49,375,5.0
49,366,2.0
49,58,2.0
49,292,3.0
49,389,4.0
50,292,2.0
50,102,1.0
50,347,3.0
50,63,3.0
50,123,2.0
50,397,5.0
50,97,4.0
50,136,5.0
51,48,1.0
51,379,5.0
51,98,1.0
51,122,1.0
51,315,1.0
51,176,2.0
51,296,3.0
51,94,4.0
51,107,2.0
51,30,1.0
51,9,3.0
52,201,4.0
52,191,4.0
52,70,3.0
52,12,5.0
52,181,5.0
52,325,2.0
52,218,3.0
52,383,5.0
52,230,2.0
52,291,4.0
52,263,4.0
52,368,4.0
52,278,3.0
52,77,1.0
53,326,4.0
53,315,1.0
53,179,2.0
53,171,3.0
53,170,4.0
53,80,1.0
53,30,3.0
53,310,2.0
53,345,1.0
53,200,2.0
53,113,3.0
54,286,4.0
54,144,5.0
54,310,3.0
54,161,4.0
54,299,5.0
54,365,1.0
54,320,5.0
54,49,1.0
54,37,3.0
55,169,2.0
55,17,3.0
55,221,1.0
55,104,2.0
55,328,2.0
55,178,1.0
55,150,5.0
55,340,3.0
55,335,3.0
55,207,3.0
55,98,1.0
56,46,3.0
56,288,1.0
56,76,5.0
56,77,2.0
56,364,2.0
56,227,5.0
56,165,4.0
56,320,4.0
56,293,2.0
56,90,1.0
57,43,3.0
57,88,2.0
57,182,5.0
57,273,3.0
57,321,1.0
57,137,3.0
57,99,3.0
57,350,2.0
57,259,3.0
57,328,2.0
57,254,4.0
57,205,5.0
57,217,2.0
58,217,2.0
58,187,2.0
58,51,3.0
58,91,5.0
58,386,5.0
58,235,5.0
58,92,4.0
58,243,2.0
58,332,5.0
58,232,3.0
59,195,5.0
59,305,2.0
59,45,2.0
59,220,5.0
59,97,5.0
59,374,4.0
59,264,5.0
60,161,3.0
60,189,2.0
60,15,3.0
60,77,1.0
60,36,3.0
60,303,3.0
60,354,2.0
60,216,1.0
60,287,3.0
60,242,2.0
60,143,3.0
60,273,4.0
61,294,5.0
61,359,4.0
61,29,2.0
61,222,2.0
61,296,3.0
61,103,4.0
61,34,2.0
61,353,4.0
61,26,4.0
61,169,2.0
62,23,1.0
62,122,1.0
62,344,1.0
62,332,3.0
62,181,4.0
62,231,4.0
62,304,1.0
62,157,1.0
62,334,1.0
62,111,2.0
63,98,1.0
63,157,3.0
63,231,5.0
63,196,4.0
63,216,1.0
63,73,5.0
63,182,4.0
63,329,2.0
63,92,2.0
63,309,5.0
64,192,1.0
64,222,2.0
64,62,2.0
64,1,2.0
64,294,5.0
64,397,5.0
64,109,5.0
64,312,3.0
64,102,2.0
65,41,3.0
65,36,2.0
65,298,4.0
65,195,4.0
65,226,2.0
65,126,4.0
65,250,3.0
65,154,1.0
65,389,3.0
65,51,4.0
65,115,2.0
66,98,2.0
66,275,4.0
66,76,5.0
66,389,3.0
66,342,2.0
66,362,2.0
66,378,3.0
66,391,4.0
66,206,1.0
66,288,1.0
67,150,5.0
67,347,5.0
67,162,2.0
67,234,5.0
67,320,3.0
67,54,5.0
67,94,4.0
67,156,5.0
67,73,3.0
67,161,2.0
67,243,2.0
68,49,3.0
68,128,4.0
68,55,3.0
68,71,3.0
68,373,4.0
68,85,4.0
68,391,5.0
68,194,5.0
68,210,3.0
69,259,4.0
69,256,4.0
69,332,4.0
69,303,4.0
69,172,5.0
69,242,2.0
69,104,3.0
69,20,5.0
69,169,3.0
70,25,4.0
70,23,1.0
70,333,3.0
70,123,1.0
70,52,4.0
70,353,3.0
70,95,5.0
70,292,2.0
70,399,1.0
70,363,4.0
70,120,4.0
70,228,1.0
70,70,1.0
70,163,5.0
70,94,4.0
70,222,2.0
70,31,2.0
71,393,1.0
71,310,3.0
71,230,2.0
71,239,3.0
71,115,2.0
71,70,1.0
71,321,2.0
71,151,1.0
71,197,5.0
71,65,2.0
71,296,2.0
71,80,2.0
71,103,5.0
72,205,3.0
72,179,2.0
72,245,1.0
72,61,1.0
72,370,2.0
72,44,2.0
72,60,2.0
73,322,3.0
73,13,3.0
73,113,3.0
73,278,3.0
73,328,1.0
73,77,1.0
73,261,4.0
73,373,3.0
73,193,5.0
73,155,3.0
73,115,2.0
73,299,4.0
73,106,3.0
74,21,2.0
74,199,4.0
74,88,2.0
74,15,5.0
74,393,5.0
74,91,4.0
74,11,3.0
74,160,5.0
74,268,3.0
74,379,5.0
